# Program:featureCounts v1.6.3; Command:"/usr/local/bin/featureCounts" "-p" "-a" "/scratch/10819/styu/MW_multiQC/peaks/final/H3K27ac_filt_iter.saf" "-F" "SAF" "-o" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac_iter_counts.txt" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_093/MCW_CT_ROA_093_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_102/MCW_CT_ROA_102_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_111/MCW_CT_ROA_111_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_120/MCW_CT_ROA_120_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_84/MCW_CT_ROA_84_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_090/MCW_CT_ROA_090_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_108/MCW_CT_ROA_108_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_117/MCW_CT_ROA_117_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_81/MCW_CT_ROA_81_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_99/MCW_CT_ROA_99_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_105/MCW_CT_ROA_105_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_114/MCW_CT_ROA_114_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_78/MCW_CT_ROA_78_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_87/MCW_CT_ROA_87_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_96/MCW_CT_ROA_96_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_103/MCW_CT_ROA_103_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_112/MCW_CT_ROA_112_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_121/MCW_CT_ROA_121_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_85/MCW_CT_ROA_85_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_94/MCW_CT_ROA_94_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_082/MCW_CT_ROA_082_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_091/MCW_CT_ROA_091_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_100/MCW_CT_ROA_100_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_109/MCW_CT_ROA_109_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_118/MCW_CT_ROA_118_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_106/MCW_CT_ROA_106_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_115/MCW_CT_ROA_115_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_79/MCW_CT_ROA_79_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_88/MCW_CT_ROA_88_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_97/MCW_CT_ROA_97_nobl.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_093/MCW_CT_ROA_093_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_102/MCW_CT_ROA_102_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_111/MCW_CT_ROA_111_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_120/MCW_CT_ROA_120_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_84/MCW_CT_ROA_84_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_090/MCW_CT_ROA_090_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_108/MCW_CT_ROA_108_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_117/MCW_CT_ROA_117_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_81/MCW_CT_ROA_81_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_99/MCW_CT_ROA_99_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_105/MCW_CT_ROA_105_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_114/MCW_CT_ROA_114_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_78/MCW_CT_ROA_78_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_87/MCW_CT_ROA_87_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_96/MCW_CT_ROA_96_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_103/MCW_CT_ROA_103_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_112/MCW_CT_ROA_112_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_121/MCW_CT_ROA_121_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_85/MCW_CT_ROA_85_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_94/MCW_CT_ROA_94_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_082/MCW_CT_ROA_082_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_091/MCW_CT_ROA_091_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_100/MCW_CT_ROA_100_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_109/MCW_CT_ROA_109_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_118/MCW_CT_ROA_118_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_106/MCW_CT_ROA_106_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_115/MCW_CT_ROA_115_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_79/MCW_CT_ROA_79_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_88/MCW_CT_ROA_88_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_97/MCW_CT_ROA_97_nobl.bam
chr11:1762379-1762880	chr11	1762379	1762880	.	502	32	9	37	11	12	35	32	13	30	18	38	9	4	17	20	3	24	18	21	9	20	27	8	23	10	19	16	16	5	16
chr11:1762979-1763480	chr11	1762979	1763480	.	502	48	45	56	24	16	50	54	23	18	13	24	5	2	10	8	11	56	27	79	28	29	33	29	45	30	56	13	79	14	26
chr11:1763690-1764191	chr11	1763690	1764191	.	502	59	41	73	32	27	40	158	29	14	31	30	8	8	11	9	11	126	40	162	30	69	53	32	143	40	136	27	127	39	26
chr11:1764215-1764716	chr11	1764215	1764716	.	502	11	11	36	9	13	27	41	19	8	11	26	13	4	7	12	8	33	12	43	16	14	25	12	62	19	39	11	34	16	13
chr11:1824827-1825328	chr11	1824827	1825328	.	502	13	9	24	6	8	8	30	0	3	3	9	7	9	2	2	5	13	24	6	7	5	13	12	29	11	25	17	13	6	15
chr11:1827201-1827702	chr11	1827201	1827702	.	502	37	22	41	22	11	14	28	8	5	7	20	20	9	18	3	15	53	39	62	11	14	29	39	55	29	60	24	45	6	26
chr11:1830527-1831028	chr11	1830527	1831028	.	502	3	11	15	9	6	18	27	4	25	6	80	14	4	12	7	4	3	9	5	3	8	11	12	11	14	10	7	6	7	3
chr11:1837696-1838197	chr11	1837696	1838197	.	502	5	4	19	20	3	4	15	6	5	5	7	7	6	11	1	8	13	4	23	10	9	11	8	36	14	25	6	26	11	5
chr11:1841608-1842109	chr11	1841608	1842109	.	502	21	12	16	16	3	6	32	5	6	3	5	3	7	8	0	7	18	2	16	19	13	13	11	19	11	11	3	17	17	9
chr11:1842391-1842892	chr11	1842391	1842892	.	502	95	57	117	29	39	48	46	1	6	20	21	5	2	4	4	20	113	30	127	63	35	74	40	100	26	131	35	123	52	42
chr11:1863470-1863971	chr11	1863470	1863971	.	502	18	8	17	15	11	3	11	4	3	6	3	0	0	4	0	4	14	13	29	11	9	14	15	33	8	58	15	39	8	6
chr11:1919383-1919884	chr11	1919383	1919884	.	502	3	11	3	5	0	3	2	0	4	0	2	3	5	0	0	4	14	11	5	5	5	8	2	1	9	9	10	21	1	6
chr11:2122409-2122910	chr11	2122409	2122910	.	502	3	1	7	14	0	2	4	2	0	0	0	0	3	0	2	0	5	6	9	2	11	9	4	7	14	9	3	24	1	7
chr11:2136138-2136639	chr11	2136138	2136639	.	502	3	5	5	3	9	8	0	1	7	4	14	6	1	38	7	3	8	2	15	5	6	13	2	6	8	1	1	8	0	2
chr11:2139926-2140427	chr11	2139926	2140427	.	502	2	5	2	5	3	11	0	3	7	1	2	0	0	4	1	0	6	5	21	12	5	7	4	7	3	11	0	14	0	1
chr11:2193208-2193709	chr11	2193208	2193709	.	502	20	10	17	7	5	5	21	0	2	7	4	0	13	2	4	1	61	5	56	19	23	10	9	66	3	56	6	26	13	10
chr11:2298440-2298941	chr11	2298440	2298941	.	502	8	4	13	2	4	14	13	1	1	4	7	6	2	3	4	0	10	1	36	2	16	5	11	5	4	11	4	18	5	13
chr11:2299130-2299631	chr11	2299130	2299631	.	502	26	9	22	16	11	6	13	9	8	2	7	0	10	7	6	4	44	1	88	13	29	19	23	18	4	25	5	61	18	16
chr11:2300542-2301043	chr11	2300542	2301043	.	502	8	5	11	13	4	5	3	8	7	5	2	0	2	0	0	3	26	6	59	15	13	17	20	18	4	25	7	37	7	4
chr11:2302073-2302574	chr11	2302073	2302574	.	502	75	36	104	30	70	23	54	6	22	11	25	6	7	13	9	21	148	24	387	60	69	65	57	127	21	140	23	256	51	50
chr11:2302854-2303355	chr11	2302854	2303355	.	502	69	38	92	16	27	48	82	10	30	36	37	5	12	26	8	31	121	27	189	46	39	76	40	140	18	117	23	177	47	27
chr11:2303668-2304169	chr11	2303668	2304169	.	502	68	29	99	20	85	36	105	17	40	18	38	10	5	18	11	15	130	28	307	60	58	54	32	154	16	154	21	183	36	31
chr11:2304579-2305080	chr11	2304579	2305080	.	502	60	25	46	23	24	21	25	5	16	4	12	0	11	4	1	13	36	7	65	28	26	26	18	47	17	46	7	48	22	15
chr11:2305250-2305751	chr11	2305250	2305751	.	502	111	35	75	22	46	35	99	10	18	17	18	5	5	11	2	17	121	22	224	45	56	59	66	102	49	101	14	146	25	30
chr11:2305836-2306337	chr11	2305836	2306337	.	502	17	1	12	1	2	8	11	3	4	1	5	0	10	8	9	4	12	3	32	12	4	11	5	19	0	11	13	23	10	9
chr11:2306343-2306844	chr11	2306343	2306844	.	502	5	8	16	0	5	7	12	1	4	2	8	0	1	0	4	1	25	6	23	11	8	10	8	9	5	19	0	13	1	7
chr11:2309204-2309705	chr11	2309204	2309705	.	502	7	7	12	2	5	4	25	9	12	7	9	1	7	9	3	4	12	11	39	10	8	14	8	22	5	17	4	29	9	4
chr11:2314323-2314824	chr11	2314323	2314824	.	502	22	16	33	16	7	8	13	13	3	0	2	0	6	6	3	6	58	36	76	20	18	31	17	44	27	33	20	48	26	19
chr11:2315029-2315530	chr11	2315029	2315530	.	502	60	39	75	57	35	13	21	5	14	7	7	4	4	6	4	25	122	71	246	55	42	51	35	111	68	145	31	242	30	24
chr11:2369461-2369962	chr11	2369461	2369962	.	502	9	4	9	7	2	7	10	5	4	7	3	5	5	2	2	2	10	2	30	9	11	6	5	2	10	9	3	14	6	3
chr11:2373295-2373796	chr11	2373295	2373796	.	502	22	7	6	3	8	8	13	1	1	4	4	0	1	0	2	1	15	5	24	7	9	11	2	6	6	2	6	2	7	2
chr11:2373829-2374330	chr11	2373829	2374330	.	502	49	16	35	27	32	42	31	22	11	16	39	6	8	22	0	8	36	19	48	25	18	39	18	59	19	31	16	40	15	14
chr11:2374729-2375230	chr11	2374729	2375230	.	502	76	34	89	27	30	73	67	35	33	24	35	17	7	27	14	16	110	28	154	29	50	53	36	111	29	117	19	145	30	21
chr11:2375230-2375731	chr11	2375230	2375731	.	502	243	90	259	117	106	166	346	83	62	54	64	39	8	40	32	26	390	148	599	72	103	117	85	351	85	372	39	394	92	60
chr11:2377034-2377535	chr11	2377034	2377535	.	502	39	17	56	43	29	46	107	14	24	20	56	27	14	34	23	9	92	60	168	37	43	54	43	95	36	145	14	154	29	28
chr11:2377936-2378437	chr11	2377936	2378437	.	502	73	37	57	39	31	99	103	30	62	43	93	20	17	118	40	28	75	32	105	35	42	47	36	63	41	100	31	100	42	38
chr11:2378881-2379382	chr11	2378881	2379382	.	502	36	9	30	10	12	39	45	11	28	13	39	12	4	37	22	8	27	21	52	14	20	19	12	42	25	38	16	68	15	8
chr11:2379642-2380143	chr11	2379642	2380143	.	502	44	25	42	15	11	53	62	21	28	11	61	7	25	45	12	16	41	25	102	22	36	57	44	36	36	49	24	80	17	21
chr11:2380556-2381057	chr11	2380556	2381057	.	502	34	6	38	9	21	32	36	21	33	13	38	19	30	42	25	7	33	19	67	12	21	23	15	25	17	15	3	50	14	17
chr11:2381344-2381845	chr11	2381344	2381845	.	502	19	17	24	2	15	20	37	9	25	11	23	15	14	28	36	6	16	10	48	15	22	21	12	38	20	12	7	44	17	8
chr11:2382821-2383322	chr11	2382821	2383322	.	502	112	66	114	54	22	66	108	18	52	22	62	12	6	44	16	32	96	55	224	45	69	81	78	80	36	136	33	221	43	52
chr11:2383383-2383884	chr11	2383383	2383884	.	502	40	24	50	23	27	35	74	17	22	11	37	15	10	33	18	16	32	23	91	31	27	44	23	43	23	52	15	118	25	18
chr11:2384677-2385178	chr11	2384677	2385178	.	502	6	7	10	0	6	5	17	2	13	0	20	7	9	28	21	5	5	4	28	8	11	7	8	12	10	12	6	11	6	1
chr11:2385242-2385743	chr11	2385242	2385743	.	502	6	0	2	4	0	8	19	2	11	3	7	0	4	8	4	0	11	0	9	3	7	2	0	16	0	3	1	8	0	1
chr11:2386329-2386830	chr11	2386329	2386830	.	502	9	10	13	2	16	12	18	7	13	9	20	11	7	6	4	4	18	5	38	12	12	10	17	34	5	14	5	16	2	5
chr11:2387029-2387530	chr11	2387029	2387530	.	502	47	13	41	9	18	37	31	18	37	10	11	7	5	33	7	7	25	24	63	14	23	26	26	32	24	30	22	42	12	22
chr11:2388085-2388586	chr11	2388085	2388586	.	502	18	12	12	9	8	15	19	10	9	7	13	0	5	10	2	4	16	11	39	11	13	30	15	24	29	20	7	32	10	16
chr11:2389113-2389614	chr11	2389113	2389614	.	502	44	35	81	35	35	30	65	21	26	14	21	6	13	21	14	21	70	47	164	24	52	58	45	84	58	124	34	151	29	30
chr11:2390009-2390510	chr11	2390009	2390510	.	502	28	25	29	14	18	18	23	8	16	6	27	9	5	21	3	6	21	19	70	19	13	25	22	38	28	35	21	46	17	18
chr11:2390762-2391263	chr11	2390762	2391263	.	502	112	59	92	75	62	51	64	61	12	22	10	3	5	14	18	24	63	68	144	34	43	59	79	158	92	195	32	175	33	42
chr11:2392214-2392715	chr11	2392214	2392715	.	502	20	8	18	2	18	14	36	22	19	21	18	21	15	15	4	9	13	14	38	13	18	18	25	18	18	17	14	41	7	11
chr11:2393947-2394448	chr11	2393947	2394448	.	502	10	7	14	16	5	9	22	6	10	3	13	0	11	8	19	3	12	11	14	5	8	6	7	9	7	15	3	27	6	3
chr11:2397193-2397694	chr11	2397193	2397694	.	502	8	4	5	8	2	10	15	1	12	1	6	2	10	8	4	2	6	12	17	3	6	15	7	4	4	4	9	28	8	13
chr11:2398757-2399258	chr11	2398757	2399258	.	502	21	12	21	6	1	17	7	12	13	15	8	9	12	12	7	12	20	15	47	17	19	27	21	25	15	17	10	32	11	13
chr11:2400128-2400629	chr11	2400128	2400629	.	502	209	107	264	128	88	158	255	106	109	120	106	37	13	92	49	62	293	157	537	87	151	172	87	336	161	402	62	413	97	94
chr11:2403995-2404496	chr11	2403995	2404496	.	502	17	9	7	6	11	8	15	1	13	3	7	8	7	13	6	3	10	14	13	7	6	6	9	1	12	3	3	9	4	3
chr11:2405206-2405707	chr11	2405206	2405707	.	502	5	6	10	1	4	8	15	5	24	6	14	17	13	17	14	6	11	10	23	6	8	14	13	8	18	40	12	27	11	5
chr11:2419254-2419755	chr11	2419254	2419755	.	502	3	8	2	3	11	5	4	0	3	0	1	0	7	3	2	1	6	1	2	5	2	7	5	2	1	2	3	2	0	3
chr11:2420571-2421072	chr11	2420571	2421072	.	502	14	16	30	8	13	30	47	13	11	6	16	15	6	12	15	10	26	26	67	14	12	9	9	42	19	67	18	79	19	14
chr11:2433693-2434194	chr11	2433693	2434194	.	502	2	3	3	2	4	6	10	2	21	4	4	12	44	16	18	4	10	5	6	3	4	10	2	10	9	11	6	6	2	1
chr11:2459196-2459697	chr11	2459196	2459697	.	502	7	19	12	3	14	0	6	0	1	4	3	0	2	5	3	5	15	10	21	13	9	9	19	26	14	9	11	22	3	12
chr11:2461032-2461533	chr11	2461032	2461533	.	502	107	65	156	35	64	59	76	28	12	17	43	11	6	31	11	31	183	78	352	64	90	73	84	178	75	170	44	186	42	59
chr11:2463218-2463719	chr11	2463218	2463719	.	502	122	66	149	38	69	33	114	24	23	25	25	13	4	14	5	37	323	89	402	99	74	81	83	234	95	216	30	211	41	51
chr11:2464717-2465218	chr11	2464717	2465218	.	502	15	4	13	3	9	3	0	1	5	1	3	5	2	1	1	5	10	9	15	11	4	8	4	6	5	8	8	10	7	3
chr11:2467226-2467727	chr11	2467226	2467727	.	502	5	10	9	3	2	6	10	0	6	1	3	0	5	3	2	3	10	11	9	15	4	1	4	8	11	10	0	11	6	7
chr11:2474281-2474782	chr11	2474281	2474782	.	502	10	9	12	6	10	6	7	3	6	1	2	5	8	0	2	7	21	15	82	22	26	16	20	11	10	7	16	84	11	15
chr11:2515524-2516025	chr11	2515524	2516025	.	502	17	17	24	26	12	12	32	19	3	5	5	4	1	4	2	7	29	43	102	37	22	20	17	53	33	23	9	58	12	24
chr11:2524603-2525104	chr11	2524603	2525104	.	502	3	4	8	0	0	0	4	0	2	1	3	0	0	3	4	2	8	6	12	2	5	6	3	5	13	6	15	13	1	1
chr11:2533620-2534121	chr11	2533620	2534121	.	502	95	46	123	62	39	88	129	41	30	33	40	22	9	37	20	10	138	65	133	57	47	82	62	128	44	102	18	129	43	31
chr11:2534877-2535378	chr11	2534877	2535378	.	502	26	16	34	10	16	20	6	11	11	7	15	7	3	14	5	6	21	16	37	23	16	22	15	21	14	18	8	29	18	9
chr11:2536292-2536793	chr11	2536292	2536793	.	502	2	5	10	7	4	11	2	10	1	2	6	4	9	2	0	4	11	2	16	3	3	9	7	6	5	4	3	1	3	12
chr11:2562221-2562722	chr11	2562221	2562722	.	502	11	10	7	7	7	12	10	8	2	0	0	0	1	2	1	0	4	11	14	20	13	13	19	15	13	16	4	47	14	2
chr11:2577811-2578312	chr11	2577811	2578312	.	502	18	19	24	26	17	17	20	4	9	8	20	10	8	12	1	12	44	28	86	20	25	33	24	51	32	44	6	68	16	13
chr11:2579265-2579766	chr11	2579265	2579766	.	502	18	11	24	5	2	21	15	0	4	8	9	9	0	9	1	9	28	13	31	21	14	15	8	13	13	23	9	29	14	19
chr11:2580905-2581406	chr11	2580905	2581406	.	502	9	4	3	3	3	3	8	2	1	7	4	8	1	8	0	11	14	10	23	17	10	7	0	14	9	12	15	25	4	8
chr11:2582437-2582938	chr11	2582437	2582938	.	502	29	26	35	6	7	3	8	6	11	8	4	8	4	6	4	7	57	5	54	16	19	39	26	27	31	33	4	42	9	18
chr11:2672199-2672700	chr11	2672199	2672700	.	502	4	13	8	10	7	27	17	11	7	10	11	11	2	9	3	6	18	27	17	15	12	8	23	24	17	11	14	13	8	4
chr11:2673333-2673834	chr11	2673333	2673834	.	502	5	6	5	13	6	26	0	1	14	7	11	14	1	11	3	8	7	1	10	2	1	9	16	10	20	3	9	7	4	3
chr11:2674274-2674775	chr11	2674274	2674775	.	502	1	1	3	0	7	7	5	1	10	6	6	0	0	8	5	0	2	6	3	6	3	2	0	4	5	10	0	2	1	1
chr11:2674841-2675342	chr11	2674841	2675342	.	502	6	12	14	2	2	14	12	18	8	7	11	2	1	5	4	4	15	9	25	12	4	7	5	9	2	13	1	17	4	0
chr11:2675569-2676070	chr11	2675569	2676070	.	502	18	7	18	6	2	8	33	6	3	3	1	0	2	10	1	4	44	12	46	24	9	24	17	53	13	61	3	31	16	7
chr11:2689731-2690232	chr11	2689731	2690232	.	502	17	6	10	3	10	17	21	8	6	4	12	5	7	9	7	6	13	6	22	6	12	17	7	2	7	4	4	18	5	6
chr11:2690637-2691138	chr11	2690637	2691138	.	502	6	7	8	1	0	12	17	3	17	10	14	4	3	18	3	2	7	2	12	13	13	9	3	11	8	6	10	3	4	5
chr11:2691209-2691710	chr11	2691209	2691710	.	502	8	1	13	0	2	6	11	1	8	3	10	7	2	4	0	4	11	2	15	8	4	3	0	5	3	3	2	7	3	10
chr11:2692512-2693013	chr11	2692512	2693013	.	502	27	25	26	18	27	22	29	8	10	8	18	1	4	19	3	9	51	12	99	31	55	33	23	31	21	36	9	62	22	9
chr11:2693367-2693868	chr11	2693367	2693868	.	502	12	2	17	6	1	7	12	5	7	3	9	0	6	8	10	3	11	9	15	4	10	18	5	6	4	10	9	3	2	12
chr11:2694016-2694517	chr11	2694016	2694517	.	502	3	7	6	19	11	14	12	10	6	6	11	3	1	9	8	4	3	0	18	5	11	8	21	9	6	9	14	10	2	4
chr11:2697806-2698307	chr11	2697806	2698307	.	502	15	21	3	17	1	15	11	16	11	10	8	3	4	2	6	0	3	4	6	8	10	5	4	3	2	8	2	17	11	1
chr11:2698995-2699496	chr11	2698995	2699496	.	502	23	19	31	20	24	47	56	31	34	13	36	23	21	24	17	6	42	17	77	21	18	24	19	61	23	51	12	77	8	22
chr11:2699979-2700480	chr11	2699979	2700480	.	502	70	48	127	53	69	48	113	59	34	40	27	25	14	31	24	29	158	69	190	52	75	83	58	235	77	212	24	291	53	47
chr11:2701070-2701571	chr11	2701070	2701571	.	502	20	13	18	11	5	4	4	5	10	6	15	4	7	21	23	5	19	9	14	14	17	14	19	16	8	4	13	8	19	8
chr11:2716521-2717022	chr11	2716521	2717022	.	502	51	42	76	35	30	19	41	23	8	6	15	8	0	11	8	20	79	43	111	34	29	48	38	79	52	80	23	81	24	22
chr11:2741199-2741700	chr11	2741199	2741700	.	502	29	12	19	8	15	11	17	17	9	4	13	0	5	14	3	7	39	37	72	22	22	28	27	47	8	22	35	48	15	21
chr11:2888291-2888792	chr11	2888291	2888792	.	502	10	3	5	8	0	9	22	10	4	5	4	0	0	2	0	1	12	2	20	2	3	1	0	6	4	10	6	13	4	1
chr11:3088927-3089428	chr11	3088927	3089428	.	502	1	3	1	0	1	3	12	2	3	0	0	2	10	5	3	2	2	2	6	3	4	3	4	1	0	10	2	13	0	5
chr11:3146889-3147390	chr11	3146889	3147390	.	502	5	10	15	7	0	6	20	0	10	3	9	0	6	7	5	7	19	16	50	16	13	26	34	26	25	33	13	55	14	19
chr11:3148584-3149085	chr11	3148584	3149085	.	502	14	5	5	0	7	6	16	0	0	1	3	6	2	4	4	1	7	5	6	4	10	4	14	8	10	7	7	7	1	8
chr11:3149097-3149598	chr11	3149097	3149598	.	502	7	6	10	4	8	9	8	1	7	0	6	0	4	0	4	3	26	4	38	7	17	8	7	23	8	19	10	65	5	5
chr11:3153276-3153777	chr11	3153276	3153777	.	502	6	1	11	1	0	10	1	9	6	7	15	0	1	4	7	4	13	8	14	5	13	15	23	14	6	16	8	14	6	4
chr11:3157489-3157990	chr11	3157489	3157990	.	502	2	4	5	3	3	8	14	1	5	0	3	13	9	7	2	2	3	4	3	5	4	6	8	5	6	5	2	3	0	2
chr11:3160198-3160699	chr11	3160198	3160699	.	502	16	11	21	10	20	20	44	17	8	10	16	3	0	14	14	4	31	12	37	14	13	14	11	35	29	40	21	44	13	8
chr11:3163580-3164081	chr11	3163580	3164081	.	502	0	4	10	20	4	21	9	1	2	4	10	2	2	7	5	5	6	4	10	10	3	5	1	6	3	8	3	3	6	4
chr11:3165083-3165584	chr11	3165083	3165584	.	502	8	6	21	3	15	12	19	3	1	4	8	11	4	5	8	1	24	35	12	13	13	13	6	29	16	19	12	29	4	8
chr11:3169602-3170103	chr11	3169602	3170103	.	502	17	13	27	4	10	30	24	0	9	6	21	0	2	13	6	5	26	7	23	26	14	21	18	21	4	18	17	19	23	3
chr11:3374901-3375402	chr11	3374901	3375402	.	502	3	8	7	12	10	20	31	6	24	12	39	12	6	31	12	1	5	4	5	4	4	11	1	9	6	8	5	6	2	3
chr11:3375632-3376133	chr11	3375632	3376133	.	502	5	13	8	4	4	13	40	3	17	4	39	13	5	16	11	8	6	2	2	2	2	2	3	4	3	5	1	2	3	6
chr11:3376317-3376818	chr11	3376317	3376818	.	502	0	8	1	2	0	17	2	9	9	3	14	5	1	9	4	3	2	0	1	3	7	1	1	1	0	9	0	0	2	3
chr11:3378858-3379359	chr11	3378858	3379359	.	502	138	91	193	79	79	190	399	109	72	85	132	69	18	88	44	34	194	68	336	76	102	107	72	228	98	232	73	281	58	79
chr11:3380961-3381462	chr11	3380961	3381462	.	502	3	2	2	4	0	5	6	6	10	3	16	9	1	7	3	0	4	3	6	4	2	5	2	10	0	1	0	1	0	0
